+------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
; Legal Partition Candidates                                                                                                                                                                                                                                                                                             ;
+-------------------------------------------------------------------------------------------------------------------+-------+----------------+--------------+----------------+--------+-----------------+---------------+-----------------+-------+----------------+--------------+------------------+-------------------+
; Hierarchy                                                                                                         ; Input ; Constant Input ; Unused Input ; Floating Input ; Output ; Constant Output ; Unused Output ; Floating Output ; Bidir ; Constant Bidir ; Unused Bidir ; Input only Bidir ; Output only Bidir ;
; AES_riscv_connect|aes_encrypter|aes_rounds[1].mix_column_inst|row_loop[0].col_loop[3].mul_loop[3].gf_mul_inst     ; 16    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AES_riscv_connect|aes_encrypter|aes_rounds[1].mix_column_inst|row_loop[0].col_loop[3].mul_loop[2].gf_mul_inst     ; 16    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AES_riscv_connect|aes_encrypter|aes_rounds[1].mix_column_inst|row_loop[0].col_loop[3].mul_loop[1].gf_mul_inst     ; 16    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AES_riscv_connect|aes_encrypter|aes_rounds[1].mix_column_inst|row_loop[0].col_loop[3].mul_loop[0].gf_mul_inst     ; 16    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AES_riscv_connect|aes_encrypter|aes_rounds[1].mix_column_inst|row_loop[0].col_loop[2].mul_loop[3].gf_mul_inst     ; 16    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AES_riscv_connect|aes_encrypter|aes_rounds[1].mix_column_inst|row_loop[0].col_loop[2].mul_loop[2].gf_mul_inst     ; 16    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AES_riscv_connect|aes_encrypter|aes_rounds[1].mix_column_inst|row_loop[0].col_loop[2].mul_loop[1].gf_mul_inst     ; 16    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AES_riscv_connect|aes_encrypter|aes_rounds[1].mix_column_inst|row_loop[0].col_loop[2].mul_loop[0].gf_mul_inst     ; 16    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AES_riscv_connect|aes_encrypter|aes_rounds[1].mix_column_inst|row_loop[0].col_loop[1].mul_loop[3].gf_mul_inst     ; 16    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AES_riscv_connect|aes_encrypter|aes_rounds[1].mix_column_inst|row_loop[0].col_loop[1].mul_loop[2].gf_mul_inst     ; 16    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AES_riscv_connect|aes_encrypter|aes_rounds[1].mix_column_inst|row_loop[0].col_loop[1].mul_loop[1].gf_mul_inst     ; 16    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AES_riscv_connect|aes_encrypter|aes_rounds[1].mix_column_inst|row_loop[0].col_loop[1].mul_loop[0].gf_mul_inst     ; 16    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AES_riscv_connect|aes_encrypter|aes_rounds[1].mix_column_inst|row_loop[0].col_loop[0].mul_loop[3].gf_mul_inst     ; 16    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AES_riscv_connect|aes_encrypter|aes_rounds[1].mix_column_inst|row_loop[0].col_loop[0].mul_loop[2].gf_mul_inst     ; 16    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AES_riscv_connect|aes_encrypter|aes_rounds[1].mix_column_inst|row_loop[0].col_loop[0].mul_loop[1].gf_mul_inst     ; 16    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AES_riscv_connect|aes_encrypter|aes_rounds[1].mix_column_inst|row_loop[0].col_loop[0].mul_loop[0].gf_mul_inst     ; 16    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AES_riscv_connect|aes_encrypter|aes_rounds[1].mix_column_inst                                                     ; 128   ; 0              ; 0            ; 0              ; 128    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AES_riscv_connect|aes_encrypter|aes_rounds[1].shift_rows_inst                                                     ; 128   ; 0              ; 0            ; 0              ; 128    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AES_riscv_connect|aes_encrypter|aes_rounds[1].sub_byte_inst|substitute[15].sboxx                                  ; 8     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AES_riscv_connect|aes_encrypter|aes_rounds[1].sub_byte_inst|substitute[14].sboxx                                  ; 8     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AES_riscv_connect|aes_encrypter|aes_rounds[1].sub_byte_inst|substitute[13].sboxx                                  ; 8     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AES_riscv_connect|aes_encrypter|aes_rounds[1].sub_byte_inst|substitute[12].sboxx                                  ; 8     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AES_riscv_connect|aes_encrypter|aes_rounds[1].sub_byte_inst|substitute[11].sboxx                                  ; 8     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AES_riscv_connect|aes_encrypter|aes_rounds[1].sub_byte_inst|substitute[10].sboxx                                  ; 8     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AES_riscv_connect|aes_encrypter|aes_rounds[1].sub_byte_inst|substitute[9].sboxx                                   ; 8     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AES_riscv_connect|aes_encrypter|aes_rounds[1].sub_byte_inst|substitute[8].sboxx                                   ; 8     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AES_riscv_connect|aes_encrypter|aes_rounds[1].sub_byte_inst|substitute[7].sboxx                                   ; 8     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AES_riscv_connect|aes_encrypter|aes_rounds[1].sub_byte_inst|substitute[6].sboxx                                   ; 8     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AES_riscv_connect|aes_encrypter|aes_rounds[1].sub_byte_inst|substitute[5].sboxx                                   ; 8     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AES_riscv_connect|aes_encrypter|aes_rounds[1].sub_byte_inst|substitute[4].sboxx                                   ; 8     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AES_riscv_connect|aes_encrypter|aes_rounds[1].sub_byte_inst|substitute[3].sboxx                                   ; 8     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AES_riscv_connect|aes_encrypter|aes_rounds[1].sub_byte_inst|substitute[2].sboxx                                   ; 8     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AES_riscv_connect|aes_encrypter|aes_rounds[1].sub_byte_inst|substitute[1].sboxx                                   ; 8     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AES_riscv_connect|aes_encrypter|aes_rounds[1].sub_byte_inst|substitute[0].sboxx                                   ; 8     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AES_riscv_connect|aes_encrypter|aes_rounds[1].sub_byte_inst                                                       ; 128   ; 0              ; 0            ; 0              ; 128    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AES_riscv_connect|aes_encrypter|aes_rounds[0].mix_column_inst|row_loop[3].col_loop[3].mul_loop[3].gf_mul_inst     ; 16    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AES_riscv_connect|aes_encrypter|aes_rounds[0].mix_column_inst|row_loop[3].col_loop[3].mul_loop[2].gf_mul_inst     ; 16    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AES_riscv_connect|aes_encrypter|aes_rounds[0].mix_column_inst|row_loop[3].col_loop[3].mul_loop[1].gf_mul_inst     ; 16    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AES_riscv_connect|aes_encrypter|aes_rounds[0].mix_column_inst|row_loop[3].col_loop[3].mul_loop[0].gf_mul_inst     ; 16    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AES_riscv_connect|aes_encrypter|aes_rounds[0].mix_column_inst|row_loop[3].col_loop[2].mul_loop[3].gf_mul_inst     ; 16    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AES_riscv_connect|aes_encrypter|aes_rounds[0].mix_column_inst|row_loop[3].col_loop[2].mul_loop[2].gf_mul_inst     ; 16    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AES_riscv_connect|aes_encrypter|aes_rounds[0].mix_column_inst|row_loop[3].col_loop[2].mul_loop[1].gf_mul_inst     ; 16    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AES_riscv_connect|aes_encrypter|aes_rounds[0].mix_column_inst|row_loop[3].col_loop[2].mul_loop[0].gf_mul_inst     ; 16    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AES_riscv_connect|aes_encrypter|aes_rounds[0].mix_column_inst|row_loop[3].col_loop[1].mul_loop[3].gf_mul_inst     ; 16    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AES_riscv_connect|aes_encrypter|aes_rounds[0].mix_column_inst|row_loop[3].col_loop[1].mul_loop[2].gf_mul_inst     ; 16    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AES_riscv_connect|aes_encrypter|aes_rounds[0].mix_column_inst|row_loop[3].col_loop[1].mul_loop[1].gf_mul_inst     ; 16    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AES_riscv_connect|aes_encrypter|aes_rounds[0].mix_column_inst|row_loop[3].col_loop[1].mul_loop[0].gf_mul_inst     ; 16    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AES_riscv_connect|aes_encrypter|aes_rounds[0].mix_column_inst|row_loop[3].col_loop[0].mul_loop[3].gf_mul_inst     ; 16    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AES_riscv_connect|aes_encrypter|aes_rounds[0].mix_column_inst|row_loop[3].col_loop[0].mul_loop[2].gf_mul_inst     ; 16    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AES_riscv_connect|aes_encrypter|aes_rounds[0].mix_column_inst|row_loop[3].col_loop[0].mul_loop[1].gf_mul_inst     ; 16    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AES_riscv_connect|aes_encrypter|aes_rounds[0].mix_column_inst|row_loop[3].col_loop[0].mul_loop[0].gf_mul_inst     ; 16    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AES_riscv_connect|aes_encrypter|aes_rounds[0].mix_column_inst|row_loop[2].col_loop[3].mul_loop[3].gf_mul_inst     ; 16    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AES_riscv_connect|aes_encrypter|aes_rounds[0].mix_column_inst|row_loop[2].col_loop[3].mul_loop[2].gf_mul_inst     ; 16    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AES_riscv_connect|aes_encrypter|aes_rounds[0].mix_column_inst|row_loop[2].col_loop[3].mul_loop[1].gf_mul_inst     ; 16    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AES_riscv_connect|aes_encrypter|aes_rounds[0].mix_column_inst|row_loop[2].col_loop[3].mul_loop[0].gf_mul_inst     ; 16    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AES_riscv_connect|aes_encrypter|aes_rounds[0].mix_column_inst|row_loop[2].col_loop[2].mul_loop[3].gf_mul_inst     ; 16    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AES_riscv_connect|aes_encrypter|aes_rounds[0].mix_column_inst|row_loop[2].col_loop[2].mul_loop[2].gf_mul_inst     ; 16    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AES_riscv_connect|aes_encrypter|aes_rounds[0].mix_column_inst|row_loop[2].col_loop[2].mul_loop[1].gf_mul_inst     ; 16    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AES_riscv_connect|aes_encrypter|aes_rounds[0].mix_column_inst|row_loop[2].col_loop[2].mul_loop[0].gf_mul_inst     ; 16    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AES_riscv_connect|aes_encrypter|aes_rounds[0].mix_column_inst|row_loop[2].col_loop[1].mul_loop[3].gf_mul_inst     ; 16    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AES_riscv_connect|aes_encrypter|aes_rounds[0].mix_column_inst|row_loop[2].col_loop[1].mul_loop[2].gf_mul_inst     ; 16    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AES_riscv_connect|aes_encrypter|aes_rounds[0].mix_column_inst|row_loop[2].col_loop[1].mul_loop[1].gf_mul_inst     ; 16    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AES_riscv_connect|aes_encrypter|aes_rounds[0].mix_column_inst|row_loop[2].col_loop[1].mul_loop[0].gf_mul_inst     ; 16    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AES_riscv_connect|aes_encrypter|aes_rounds[0].mix_column_inst|row_loop[2].col_loop[0].mul_loop[3].gf_mul_inst     ; 16    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AES_riscv_connect|aes_encrypter|aes_rounds[0].mix_column_inst|row_loop[2].col_loop[0].mul_loop[2].gf_mul_inst     ; 16    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AES_riscv_connect|aes_encrypter|aes_rounds[0].mix_column_inst|row_loop[2].col_loop[0].mul_loop[1].gf_mul_inst     ; 16    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AES_riscv_connect|aes_encrypter|aes_rounds[0].mix_column_inst|row_loop[2].col_loop[0].mul_loop[0].gf_mul_inst     ; 16    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AES_riscv_connect|aes_encrypter|aes_rounds[0].mix_column_inst|row_loop[1].col_loop[3].mul_loop[3].gf_mul_inst     ; 16    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AES_riscv_connect|aes_encrypter|aes_rounds[0].mix_column_inst|row_loop[1].col_loop[3].mul_loop[2].gf_mul_inst     ; 16    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AES_riscv_connect|aes_encrypter|aes_rounds[0].mix_column_inst|row_loop[1].col_loop[3].mul_loop[1].gf_mul_inst     ; 16    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AES_riscv_connect|aes_encrypter|aes_rounds[0].mix_column_inst|row_loop[1].col_loop[3].mul_loop[0].gf_mul_inst     ; 16    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AES_riscv_connect|aes_encrypter|aes_rounds[0].mix_column_inst|row_loop[1].col_loop[2].mul_loop[3].gf_mul_inst     ; 16    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AES_riscv_connect|aes_encrypter|aes_rounds[0].mix_column_inst|row_loop[1].col_loop[2].mul_loop[2].gf_mul_inst     ; 16    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AES_riscv_connect|aes_encrypter|aes_rounds[0].mix_column_inst|row_loop[1].col_loop[2].mul_loop[1].gf_mul_inst     ; 16    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AES_riscv_connect|aes_encrypter|aes_rounds[0].mix_column_inst|row_loop[1].col_loop[2].mul_loop[0].gf_mul_inst     ; 16    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AES_riscv_connect|aes_encrypter|aes_rounds[0].mix_column_inst|row_loop[1].col_loop[1].mul_loop[3].gf_mul_inst     ; 16    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AES_riscv_connect|aes_encrypter|aes_rounds[0].mix_column_inst|row_loop[1].col_loop[1].mul_loop[2].gf_mul_inst     ; 16    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AES_riscv_connect|aes_encrypter|aes_rounds[0].mix_column_inst|row_loop[1].col_loop[1].mul_loop[1].gf_mul_inst     ; 16    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AES_riscv_connect|aes_encrypter|aes_rounds[0].mix_column_inst|row_loop[1].col_loop[1].mul_loop[0].gf_mul_inst     ; 16    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AES_riscv_connect|aes_encrypter|aes_rounds[0].mix_column_inst|row_loop[1].col_loop[0].mul_loop[3].gf_mul_inst     ; 16    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AES_riscv_connect|aes_encrypter|aes_rounds[0].mix_column_inst|row_loop[1].col_loop[0].mul_loop[2].gf_mul_inst     ; 16    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AES_riscv_connect|aes_encrypter|aes_rounds[0].mix_column_inst|row_loop[1].col_loop[0].mul_loop[1].gf_mul_inst     ; 16    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AES_riscv_connect|aes_encrypter|aes_rounds[0].mix_column_inst|row_loop[1].col_loop[0].mul_loop[0].gf_mul_inst     ; 16    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AES_riscv_connect|aes_encrypter|aes_rounds[0].mix_column_inst|row_loop[0].col_loop[3].mul_loop[3].gf_mul_inst     ; 16    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AES_riscv_connect|aes_encrypter|aes_rounds[0].mix_column_inst|row_loop[0].col_loop[3].mul_loop[2].gf_mul_inst     ; 16    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AES_riscv_connect|aes_encrypter|aes_rounds[0].mix_column_inst|row_loop[0].col_loop[3].mul_loop[1].gf_mul_inst     ; 16    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AES_riscv_connect|aes_encrypter|aes_rounds[0].mix_column_inst|row_loop[0].col_loop[3].mul_loop[0].gf_mul_inst     ; 16    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AES_riscv_connect|aes_encrypter|aes_rounds[0].mix_column_inst|row_loop[0].col_loop[2].mul_loop[3].gf_mul_inst     ; 16    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AES_riscv_connect|aes_encrypter|aes_rounds[0].mix_column_inst|row_loop[0].col_loop[2].mul_loop[2].gf_mul_inst     ; 16    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AES_riscv_connect|aes_encrypter|aes_rounds[0].mix_column_inst|row_loop[0].col_loop[2].mul_loop[1].gf_mul_inst     ; 16    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AES_riscv_connect|aes_encrypter|aes_rounds[0].mix_column_inst|row_loop[0].col_loop[2].mul_loop[0].gf_mul_inst     ; 16    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AES_riscv_connect|aes_encrypter|aes_rounds[0].mix_column_inst|row_loop[0].col_loop[1].mul_loop[3].gf_mul_inst     ; 16    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AES_riscv_connect|aes_encrypter|aes_rounds[0].mix_column_inst|row_loop[0].col_loop[1].mul_loop[2].gf_mul_inst     ; 16    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AES_riscv_connect|aes_encrypter|aes_rounds[0].mix_column_inst|row_loop[0].col_loop[1].mul_loop[1].gf_mul_inst     ; 16    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AES_riscv_connect|aes_encrypter|aes_rounds[0].mix_column_inst|row_loop[0].col_loop[1].mul_loop[0].gf_mul_inst     ; 16    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AES_riscv_connect|aes_encrypter|aes_rounds[0].mix_column_inst|row_loop[0].col_loop[0].mul_loop[3].gf_mul_inst     ; 16    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AES_riscv_connect|aes_encrypter|aes_rounds[0].mix_column_inst|row_loop[0].col_loop[0].mul_loop[2].gf_mul_inst     ; 16    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AES_riscv_connect|aes_encrypter|aes_rounds[0].mix_column_inst|row_loop[0].col_loop[0].mul_loop[1].gf_mul_inst     ; 16    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AES_riscv_connect|aes_encrypter|aes_rounds[0].mix_column_inst|row_loop[0].col_loop[0].mul_loop[0].gf_mul_inst     ; 16    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AES_riscv_connect|aes_encrypter|aes_rounds[0].mix_column_inst                                                     ; 128   ; 0              ; 0            ; 0              ; 128    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AES_riscv_connect|aes_encrypter|aes_rounds[0].shift_rows_inst                                                     ; 128   ; 0              ; 0            ; 0              ; 128    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AES_riscv_connect|aes_encrypter|aes_rounds[0].sub_byte_inst|substitute[15].sboxx                                  ; 8     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AES_riscv_connect|aes_encrypter|aes_rounds[0].sub_byte_inst|substitute[14].sboxx                                  ; 8     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AES_riscv_connect|aes_encrypter|aes_rounds[0].sub_byte_inst|substitute[13].sboxx                                  ; 8     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
